w9_1,0,-5,5,4,1
w9_2,0,-5,5,4,1
w9_3,0,-5,5,4,1
w9_4,0,-5,5,4,1
w9_5,0,-5,5,4,1
w9_6,0,-5,5,4,1
w9_7,0,-5,5,4,1
w9_8,0.5,-5,5,4,0
w9_9,0.5,-5,5,4,0
w9_10,0.5,-5,5,4,0
w9_11,0.5,-5,5,4,0
w9_12,0.5,-5,5,4,0
w9_13,0.5,-5,5,4,0
w9_14,0.5,-5,5,4,0
w10_1,0,-5,5,4,1
w10_2,0,-5,5,4,1
w10_3,0,-5,5,4,1
w10_4,0,-5,5,4,1
w10_5,0,-5,5,4,1
w10_6,0,-5,5,4,1
w10_7,0,-5,5,4,1
w10_8,0.5,-5,5,4,0
w10_9,0.5,-5,5,4,0
w10_10,0.5,-5,5,4,0
w10_11,0.5,-5,5,4,0
w10_12,0.5,-5,5,4,0
w10_13,0.5,-5,5,4,0
w10_14,0.5,-5,5,4,0
w11_1,0,-5,5,4,1
w11_2,0,-5,5,4,1
w11_3,0,-5,5,4,1
w11_4,0,-5,5,4,1
w11_5,0,-5,5,4,1
w11_6,0,-5,5,4,1
w11_7,0,-5,5,4,1
w11_8,0.5,-5,5,4,0
w11_9,0.5,-5,5,4,0
w11_10,0.5,-5,5,4,0
w11_11,0.5,-5,5,4,0
w11_12,0.5,-5,5,4,0
w11_13,0.5,-5,5,4,0
w11_14,0.5,-5,5,4,0
w12_1,0,-5,5,4,1
w12_2,0,-5,5,4,1
w12_3,0,-5,5,4,1
w12_4,0,-5,5,4,1
w12_5,0,-5,5,4,1
w12_6,0,-5,5,4,1
w12_7,0,-5,5,4,1
w12_8,0.5,-5,5,4,0
w12_9,0.5,-5,5,4,0
w12_10,0.5,-5,5,4,0
w12_11,0.5,-5,5,4,0
w12_12,0.5,-5,5,4,0
w12_13,0.5,-5,5,4,0
w12_14,0.5,-5,5,4,0
w13_1,0,-5,5,4,1
w13_2,0,-5,5,4,1
w13_3,0,-5,5,4,1
w13_4,0,-5,5,4,1
w13_5,0,-5,5,4,1
w13_6,0,-5,5,4,1
w13_7,0,-5,5,4,1
w13_8,0,-5,5,4,1
w13_9,0,-5,5,4,1
w13_10,0,-5,5,4,1
w13_11,0,-5,5,4,1
w13_12,0,-5,5,4,1
w13_13,0,-5,5,4,1
w13_14,0,-5,5,4,1
w14_1,0,-5,5,4,1
w14_2,0,-5,5,4,1
w14_3,0,-5,5,4,1
w14_4,0,-5,5,4,1
w14_5,0,-5,5,4,1
w14_6,0,-5,5,4,1
w14_7,0,-5,5,4,1
w14_8,0,-5,5,4,1
w14_9,0,-5,5,4,1
w14_10,0,-5,5,4,1
w14_11,0,-5,5,4,1
w14_12,0,-5,5,4,1
w14_13,0,-5,5,4,1
w14_14,0,-5,5,4,1
